word                           	 ipa                            	 ipa_model                      
richter                        	 rɪktər                         	 rɪʧtər                         	 String Edit Distance 1  
buckland                       	 bəklənd                        	 bəklænd                        	 String Edit Distance 1  
podesta                        	 poʊdɛstə                       	 poʊdəstə                       	 String Edit Distance 1  
iowa                           	 aɪəwə                          	 aɪə                            	 String Edit Distance 2  
sodomy                         	 sɑdəmi                         	 sɔdəmi                         	 String Edit Distance 1  
dram                           	 diræm                          	 dræm                           	 String Edit Distance 1  
seminoles                      	 sɛmɪnoʊlz                      	 sɛmənoʊlz                      	 String Edit Distance 1  
neutralization                 	 nutrələzeʃən                   	 nutrəleʃən                     	 String Edit Distance 2  
torsos                         	 tɔrsoʊz                        	 tɔrsəs                         	 String Edit Distance 3  
susan                          	 suzən                          	 susən                          	 String Edit Distance 1  
djakarta                       	 ʤəkɑrtə                        	 dʤəkɑrtə                       	 String Edit Distance 1  
kook                           	 kuk                            	 kʊk                            	 String Edit Distance 1  
machin                         	 mæʧɪn                          	 məʃin                          	 String Edit Distance 3  
interagency                    	 ɪntəreʤənsi                    	 ɪnərɪʤənsi                     	 String Edit Distance 2  
dissociation                   	 dɪsoʊsieʃən                    	 dɪsoʊʃieʃən                    	 String Edit Distance 1  
dobie                          	 dɑbi                           	 doʊbi                          	 String Edit Distance 2  
pino                           	 pinoʊ                          	 paɪnoʊ                         	 String Edit Distance 2  
anaesthesiology                	 ænəsθiziɑləʤi                  	 ænɪsθiʒiɑləʤi                  	 String Edit Distance 2  
dominica                       	 dəmɪnɪkə                       	 doʊmɪnɪkə                      	 String Edit Distance 2  
delphine                       	 dɛlfini                        	 dɪlfaɪn                        	 String Edit Distance 4  
griffon                        	 grɪfən                         	 grɪfɑn                         	 String Edit Distance 1  
vagary                         	 vegəri                         	 vægəri                         	 String Edit Distance 1  
buffo                          	 bufoʊ                          	 bəfoʊ                          	 String Edit Distance 1  
annexing                       	 ənɛksɪŋ                        	 ænɛksɪŋ                        	 String Edit Distance 1  
cuing                          	 kjuɪŋ                          	 kwɪŋ                           	 String Edit Distance 2  
plowed                         	 plaʊd                          	 ploʊd                          	 String Edit Distance 1  
overprotect                    	 oʊvərprətɛkt                   	 oʊvərproʊtɛkt                  	 String Edit Distance 2  
mudra                          	 mədrə                          	 mjudrə                         	 String Edit Distance 2  
automaton                      	 ɔtɑmətɑn                       	 ɔtəmetən                       	 String Edit Distance 3  
dumas                          	 dumɑ                           	 duməz                          	 String Edit Distance 2  
chevrolet                      	 ʃɛvroʊle                       	 ʃɛvrəlɛt                       	 String Edit Distance 4  
privatization                  	 praɪvətəzeʃən                  	 praɪvətɪzeʃən                  	 String Edit Distance 1  
myrmidon                       	 mərmɪdɪn                       	 mɪrmɪdən                       	 String Edit Distance 2  
morris                         	 mɔrɪs                          	 mɔrəs                          	 String Edit Distance 1  
ballplayers                    	 bɔlpleərz                      	 bælpleərz                      	 String Edit Distance 1  
messaging                      	 mɛsɪʤɪŋ                        	 mɛsəʤɪŋ                        	 String Edit Distance 1  
shtick                         	 ʃtɪk                           	 ʃɪk                            	 String Edit Distance 1  
moline                         	 moʊlin                         	 məlaɪn                         	 String Edit Distance 4  
podcast                        	 pɔdkæst                        	 pɑdkæst                        	 String Edit Distance 1  
excalibur                      	 ɛkskæləbər                     	 ɪkskæləbər                     	 String Edit Distance 1  
dramatizing                    	 dræmətaɪzɪŋ                    	 drəmetɪzɪŋ                     	 String Edit Distance 3  
sophocles                      	 sɑfəkliz                       	 səfoʊkəlz                      	 String Edit Distance 5  
fueling                        	 fjulɪŋ                         	 fjuɪŋ                          	 String Edit Distance 1  
mushrooming                    	 məʃrʊmɪŋ                       	 məʃrumɪŋ                       	 String Edit Distance 1  
venezuela                      	 vɛnɪzwelə                      	 vɛnəzuələ                      	 String Edit Distance 3  
angiogram                      	 ænʤioʊgræm                     	 ænʤiəgræm                      	 String Edit Distance 2  
hula                           	 hulə                           	 hjulə                          	 String Edit Distance 1  
podiatrist                     	 pədaɪətrɪst                    	 pədietrəst                     	 String Edit Distance 4  
gaby                           	 gæbi                           	 gebi                           	 String Edit Distance 1  
brutalizes                     	 brutəlaɪzɪz                    	 brutælaɪzɪz                    	 String Edit Distance 1  
astrakhan                      	 æstrəkɑn                       	 æstrekən                       	 String Edit Distance 2  
shenanigans                    	 ʃənænɪgənz                     	 ʃɛnənəgənz                     	 String Edit Distance 3  
isis                           	 aɪsəs                          	 aɪzɪs                          	 String Edit Distance 2  
faltering                      	 fɔltərɪŋ                       	 fɑltərɪŋ                       	 String Edit Distance 1  
brutalized                     	 brutəlaɪzd                     	 brutælaɪzd                     	 String Edit Distance 1  
vaudevillian                   	 vɑdvɪljən                      	 vɔdəvɪljən                     	 String Edit Distance 2  
echolocation                   	 ɛkoʊloʊkeʃən                   	 ɛkəloʊkeʃən                    	 String Edit Distance 2  
fraudulent                     	 frɔʤələnt                      	 frɔdulənt                      	 String Edit Distance 2  
outsmarted                     	 aʊtsmɑrtəd                     	 aʊtsmɑrtɪd                     	 String Edit Distance 1  
regally                        	 rigəli                         	 rɪgɔli                         	 String Edit Distance 2  
kappa                          	 kæpə                           	 kɑpə                           	 String Edit Distance 1  
itemize                        	 aɪtəmaɪz                       	 ɪtimaɪz                        	 String Edit Distance 2  
mordecai                       	 mɔrdəkaɪ                       	 mɔrdɛk                         	 String Edit Distance 3  
