word                           	 ipa                            	 ipa_model                      
unprecedented                  	 ənprɛsɪdɛntɪd                  	 ənprɛsɪdɛntɪd                 
nudes                          	 nudz                           	 nudz                          

 
 No IPA translation using library: 330 (33.0%) 
IPA translation that is the same using the library and model: 595 (88.80597014925374%) 
SED Average Including when SED is 0: 142/670 (0.21194029850746268) 
SED Average Excluding when SED is 0: 142/75 (1.8933333333333333) 

 
 Words that have different IPA Transcriptions 
cadillac                       	 kædəlæk                        	 kædɪlæk                        	 String Edit Distance 1  
runaways                       	 rənəwez                        	 runəwez                        	 String Edit Distance 1  
pumice                         	 pəməs                          	 pjumɪs                         	 String Edit Distance 3  
triceratops                    	 traɪsɛrətɔps                   	 trɪsəretəps                    	 String Edit Distance 4  
combust                        	 kəmbəst                        	 kɑmbəst                        	 String Edit Distance 1  
ironsides                      	 aɪərnsaɪdz                     	 aɪrənsaɪdz                     	 String Edit Distance 1  
center                         	 sɛnər                          	 sɛntər                         	 String Edit Distance 1  
boomtown                       	 bumtaʊn                        	 bumtoʊn                        	 String Edit Distance 1  
clos                           	 klɑs                           	 kloʊs                          	 String Edit Distance 2  
carrell                        	 kɑrel                          	 kærɛl                          	 String Edit Distance 2  
fulani                         	 fulɑni                         	 fəleni                         	 String Edit Distance 2  
psychogenic                    	 saɪkoʊʤɛnɪk                    	 saɪkəʤɛnɪk                     	 String Edit Distance 2  
banbury                        	 bænbɛri                        	 bænbjəri                       	 String Edit Distance 2  
paramecium                     	 pɛrəmisiəm                     	 pɛrəmɛʃəm                      	 String Edit Distance 3  
nonrestricted                  	 nɑnrɪstrɪktɪd                  	 nɑnristrɪktɪd                  	 String Edit Distance 1  
tertius                        	 tərʃjɪs                        	 tərʃəs                         	 String Edit Distance 2  
lupine                         	 lupaɪn                         	 lupən                          	 String Edit Distance 2  
stravinsky                     	 strəvɪnski                     	 strævənski                     	 String Edit Distance 2  
laryngoscope                   	 lɑrɪnʤəskoʊp                   	 lɑrɪŋgoʊp                      	 String Edit Distance 5  
phillippi                      	 fəlipi                         	 fɪlɪpi                         	 String Edit Distance 2  
suez                           	 suɛz                           	 suz                            	 String Edit Distance 1  
vivacious                      	 vəveʃəs                        	 vɪveʃəs                        	 String Edit Distance 1  
scrutinizing                   	 skrutənaɪzɪŋ                   	 skrutinɪŋ                      	 String Edit Distance 4  
multivitamin                   	 məltivaɪtəmən                  	 məltɪvətəmən                   	 String Edit Distance 3  
huron                          	 hjʊrɑn                         	 hjʊrən                         	 String Edit Distance 1  
narcos                         	 nɑrkoʊs                        	 nɑrkoʊz                        	 String Edit Distance 1  
surpluses                      	 sərpləsɪz                      	 sərplusɪz                      	 String Edit Distance 1  
carriage                       	 kɛrəʤ                          	 kɛrɪʤ                          	 String Edit Distance 1  
defenseless                    	 dɪfɛnsləs                      	 dɪfɛnslɪs                      	 String Edit Distance 1  
triton                         	 traɪtən                        	 trɪtən                         	 String Edit Distance 1  
stivers                        	 staɪvərz                       	 stɪvərz                        	 String Edit Distance 1  
prioritized                    	 praɪɔrətaɪzd                   	 praɪərɪtəst                    	 String Edit Distance 6  
investiture                    	 ɪnvɛstəʧər                     	 ɪnvɛstətər                     	 String Edit Distance 1  
methotrexate                   	 mɛθoʊtrɛkset                   	 mɛθətrɛkset                    	 String Edit Distance 2  
valium                         	 væliəm                         	 væljəm                         	 String Edit Distance 1  
destabilization                	 distebələzeʃən                 	 distæbɪlɪzeʃən                 	 String Edit Distance 3  
woodbury                       	 wʊdbɛri                        	 wʊdbjəri                       	 String Edit Distance 2  
portico                        	 pɔrtəkoʊ                       	 pɔrtɪkoʊ                       	 String Edit Distance 1  
halas                          	 hɑləz                          	 heləz                          	 String Edit Distance 1  
donald                         	 dɑnəld                         	 doʊnəld                        	 String Edit Distance 2  
winningest                     	 wɪnɪŋəst                       	 wɪnɪnɪŋ                        	 String Edit Distance 4  
nationalization                	 næʃənələzeʃən                  	 næʃənəlaɪzeʃən                 	 String Edit Distance 2  
sleuthing                      	 sluθɪŋ                         	 sluðɪŋ                         	 String Edit Distance 1  
bulger                         	 bəlgər                         	 bəlʤər                         	 String Edit Distance 1  
expos                          	 ɛkspoʊz                        	 ɛkspoʊ                         	 String Edit Distance 1  
stephen                        	 stivən                         	 stɛfən                         	 String Edit Distance 2  
hellman                        	 hɛlmən                         	 hɛlmæn                         	 String Edit Distance 1  
demoralizing                   	 dɪmɔrəlaɪzɪŋ                   	 dɪmɔrəlɪzɪŋ                    	 String Edit Distance 1  
compartmentalize               	 kəmpɑrtmɛntəlaɪz               	 kɑmpərtmɛnəlz                  	 String Edit Distance 5  
renomination                   	 rinɑməneʃən                    	 rɪnɑməneʃən                    	 String Edit Distance 1  
carson                         	 kɑrzən                         	 kɑrsən                         	 String Edit Distance 1  
stanford                       	 stænfərd                       	 stænfɔrd                       	 String Edit Distance 1  
euros                          	 juroʊz                         	 jʊrɑs                          	 String Edit Distance 4  
worcester                      	 wʊstər                         	 wərsɛstər                      	 String Edit Distance 4  
spectre                        	 spɛktər                        	 spɛktrə                        	 String Edit Distance 1  
bloodhounds                    	 blədhaʊnz                      	 blədhaʊndz                     	 String Edit Distance 1  
pesos                          	 pesoʊz                         	 pisoʊz                         	 String Edit Distance 1  
bellyache                      	 bɛliek                         	 bɛljəʧ                         	 String Edit Distance 3  
florentine                     	 flɔrəntin                      	 flɔrəntaɪn                     	 String Edit Distance 2  
plasticizer                    	 plæstəsaɪzər                   	 plæstɪsaɪzər                   	 String Edit Distance 1  
ng                             	 ɪŋ                             	 ng                             	 String Edit Distance 2  
enlivens                       	 ɛnlaɪvənz                      	 ɛnlɪvənz                       	 String Edit Distance 1  
gastrointestinal               	 gæstroʊɪntɛstənəl              	 gæstrɔɪntəntɪl                 	 String Edit Distance 7  
crepes                         	 kreps                          	 krips                          	 String Edit Distance 1  
minutemen                      	 mɪnətmɛn                       	 mɪnətmən                       	 String Edit Distance 1  
stipend                        	 staɪpənd                       	 staɪpɛnd                       	 String Edit Distance 1  
snowplow                       	 snoʊplaʊ                       	 snoʊploʊ                       	 String Edit Distance 1  
straddling                     	 strædlɪŋ                       	 strædəlɪŋ                      	 String Edit Distance 1  
ostracize                      	 ɔstrəsaɪz                      	 ɑstrəsaɪz                      	 String Edit Distance 1  
posses                         	 pɑsiz                          	 pɑsɪz                          	 String Edit Distance 1  
harle                          	 hɑrəl                          	 hɑrlə                          	 String Edit Distance 1  
globalization                  	 gloʊbəlɪzeʃən                  	 gloʊbælɪzeʃən                  	 String Edit Distance 1  
forsee                         	 fərsi                          	 fɔrsi                          	 String Edit Distance 1  
anchormen                      	 æŋkərmɛn                       	 ænʧɔrmən                       	 String Edit Distance 4  
nonetheless                    	 nənðəlɛs                       	 nɑnəθɛləs                      	 String Edit Distance 5  
