word                           	 ipa                            	 ipa_model                      
rheumatology                   	 rumətɑləʤi                     	 rumətɑləʤi                    
quakerism                      	 quakerism*                     	 kwekərɪzəm                    
unexpectedly                   	 ənɪkspɛktɪdli                  	 ənɪkspɛktɪdli                 
aides                          	 edz                            	 edz                           
splurge                        	 splərʤ                         	 splərʤ                        
routines                       	 rutinz                         	 rutinz                        
postdoctoral                   	 poʊstdɑktərəl                  	 poʊstdɑktərəl                 
tweedledum                     	 tweedledum*                    	 twidlɛʤəm                     
darwin                         	 dɑrwɪn                         	 dɑrwɪn                        
impregnation                   	 ɪmprɛgneʃən                    	 ɪmprɛgneʃən                   

 
 No IPA translation using library: 340 (34.0%) 
IPA translation that is the same using the library and model: 592 (89.6969696969697%) 
SED Average Including when SED is 0: 113/660 (0.1712121212121212) 
SED Average Excluding when SED is 0: 113/68 (1.661764705882353) 

 
 Words that have different IPA Transcriptions 
enoch                          	 inək                           	 ɪnɑk                           	 String Edit Distance 2  
chateaux                       	 ʃətoʊ                          	 ʧetoʊ                          	 String Edit Distance 2  
scala                          	 skɑlə                          	 skelə                          	 String Edit Distance 1  
colloquium                     	 kəloʊkwiəm                     	 kəloʊkwəm                      	 String Edit Distance 1  
nonevent                       	 nɑnɪvɛnt                       	 nɑnəvənt                       	 String Edit Distance 2  
santos                         	 sæntoʊs                        	 sæntoʊz                        	 String Edit Distance 1  
disproven                      	 dɪspruvɪn                      	 dɪspruvən                      	 String Edit Distance 1  
landscaper                     	 lændskepər                     	 lænskepər                      	 String Edit Distance 1  
anesthesiologist               	 ænəsθiziɑləʤɪst                	 ænɪsθiʒiɑləʤɪst                	 String Edit Distance 2  
gish                           	 ʤɪʃ                            	 gɪʃ                            	 String Edit Distance 1  
colombian                      	 kələmbiən                      	 kəlɑmbiən                      	 String Edit Distance 1  
asmodeus                       	 æzmədeəs                       	 əsmoʊdəs                       	 String Edit Distance 5  
tristram                       	 trɪstrəm                       	 trɪstræm                       	 String Edit Distance 1  
efforts                        	 ɛfərts                         	 ɪfɔrts                         	 String Edit Distance 2  
finessed                       	 fɪnɛst                         	 faɪnɛst                        	 String Edit Distance 1  
reaganomics                    	 regənɑmɪks                     	 rigənɑmɪks                     	 String Edit Distance 1  
pers                           	 pərs                           	 pərz                           	 String Edit Distance 1  
octillion                      	 ɑktɪljən                       	 ɔktɪljən                       	 String Edit Distance 1  
pompoms                        	 pɑmpɑmz                        	 pɑmpəmz                        	 String Edit Distance 1  
piquette                       	 pɪkɛt                          	 pikət                          	 String Edit Distance 2  
beowulf                        	 beəwʊlf                        	 bioʊlf                         	 String Edit Distance 3  
nubian                         	 njubiən                        	 nubiən                         	 String Edit Distance 1  
unequivocal                    	 ənɪkwɪvəkəl                    	 ənikwɪvəkəl                    	 String Edit Distance 1  
cesar                          	 sizər                          	 sisər                          	 String Edit Distance 1  
stinginess                     	 stɪnʤinɪs                      	 stɪŋənəs                       	 String Edit Distance 4  
dostoevsky                     	 dɔstoʊvski                     	 dɔstoʊɛvski                    	 String Edit Distance 1  
reenact                        	 riɪnækt                        	 rinækt                         	 String Edit Distance 1  
indonesian                     	 ɪndoʊniʒən                     	 ɪndəniʒən                      	 String Edit Distance 2  
christianity                   	 krɪsʧiænɪti                    	 krɪsʧænɪti                     	 String Edit Distance 1  
predominately                  	 prɪdɑmənəntli                  	 prɪdɑmənətli                   	 String Edit Distance 1  
hurrah                         	 hʊrɑ                           	 hərə                           	 String Edit Distance 2  
alai                           	 əlaɪ                           	 əle                            	 String Edit Distance 2  
cougars                        	 kugərz                         	 kɔgərz                         	 String Edit Distance 1  
mayo                           	 meoʊ                           	 mei                            	 String Edit Distance 2  
cherubic                       	 ʧərubɪk                        	 ʧɛrbɪk                         	 String Edit Distance 2  
menthol                        	 mɛnθɔl                         	 mɛnθhɑl                        	 String Edit Distance 2  
slaughterhouses                	 slɔtərhaʊsɪz                   	 slɔtərhaʊsəz                   	 String Edit Distance 1  
lipa                           	 lipə                           	 laɪpə                          	 String Edit Distance 2  
norwegian                      	 nɔrwiʤən                       	 nɔrwɛʤən                       	 String Edit Distance 1  
planeload                      	 plenloʊd                       	 plænəloʊd                      	 String Edit Distance 2  
qu                             	 ku                             	 kwə                            	 String Edit Distance 2  
isolde                         	 ɪsoʊld                         	 aɪsoʊld                        	 String Edit Distance 1  
limbless                       	 lɪmləs                         	 lɪmbləs                        	 String Edit Distance 1  
depositors                     	 dəpɑzɪtərz                     	 dɪpɑzətərz                     	 String Edit Distance 2  
stradivarius                   	 strædɪvɛriəs                   	 strədɪvɛriəs                   	 String Edit Distance 1  
unrealized                     	 ənriəlaɪzd                     	 ənrilaɪzd                      	 String Edit Distance 1  
leonid                         	 liənɪd                         	 liɑnɪd                         	 String Edit Distance 1  
tapestries                     	 tæpəstriz                      	 tepstriz                       	 String Edit Distance 2  
machismo                       	 məʧɪzmoʊ                       	 məʃɪzmoʊ                       	 String Edit Distance 1  
toots                          	 tʊts                           	 tuts                           	 String Edit Distance 1  
harrow                         	 hæroʊ                          	 hɛroʊ                          	 String Edit Distance 1  
extrasensory                   	 ɛkstrəsɛnsəri                  	 ɛkstræsənsəri                  	 String Edit Distance 2  
duplication                    	 djupləkeʃən                    	 dupləkeʃən                     	 String Edit Distance 1  
tristate                       	 traɪstet                       	 trɪstet                        	 String Edit Distance 1  
templars                       	 tɛmplərz                       	 tɛmplɑrz                       	 String Edit Distance 1  
masai                          	 mɑsɑi                          	 mɑse                           	 String Edit Distance 2  
canale                         	 kɑnɑli                         	 kənæle                         	 String Edit Distance 3  
gangrene                       	 gængrin                        	 gæŋgrin                        	 String Edit Distance 1  
fop                            	 ɛfoʊpi                         	 fɑp                            	 String Edit Distance 4  
wiretap                        	 waɪərtæp                       	 waɪrtep                        	 String Edit Distance 2  
columbo                        	 koʊləmboʊ                      	 kələmboʊ                       	 String Edit Distance 2  
compatibility                  	 kəmpætəbɪləti                  	 kɑmpətɪbɪlɪti                  	 String Edit Distance 4  
headman                        	 hɛdmən                         	 hɛdmæn                         	 String Edit Distance 1  
reenacted                      	 riɪnæktɪd                      	 rinæktəd                       	 String Edit Distance 2  
economizing                    	 ɪkɑnəmaɪzɪŋ                    	 ɛkənɑmɪzɪŋ                     	 String Edit Distance 4  
tot                            	 tɑt                            	 tɔt                            	 String Edit Distance 1  
anglophile                     	 ængləfaɪl                      	 æŋgləfaɪl                      	 String Edit Distance 1  
alexanders                     	 ælɪgzændərz                    	 ælɛksəndərz                    	 String Edit Distance 4  
